"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","body_shape","body_shape_ordinal","shape_eel_like","shape_elongated","shape_fusiform","shape_globiform","shape_compressiform","shape_depressiform","l_min_TL","l_max_TL","l_min","l_min_type","l_max","l_max_type","l_note","l_ref","l_url","l_ref2","l_url2","l_ref3","l_url3","l_ref4","l_url4","phys_defense","defense_spines_num","defense_spines","exoskeleton","exoskeleton_note","transparent","col_disrupt","col_disrupt_type","silver","countershade","countershade_silver_note","countershade_ref","countershade_url","silver_ref","silver_url","photophore_num","photophore","photophore_note","photophore_ref","photophore_url","photophore_ref2","photophore_url2","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4","TL_BH","SL_BH","TL_TH","SL_TH","SL_TL","eye_TL","sd_TL_BH","sd_SL_BH","sd_TL_TH","sd_SL_TH","sd_SL_TL","sd_eye_TL","n_TL_BH","n_SL_BH","n_TL_TH","n_SL_TH","n_SL_TL","n_eye_TL"
"Actinopterygii","Scorpaeniformes","Agonidae","Agonopsis","Agonopsis sterletus",NA,"species","adult","-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,"-9999",-9999,-9999,"-9999","-9999","-9999","-9999","-9999","-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",NA,NA,7.70859179937233,7.05165538988634,3.67725850573071,3.31937289112207,0.894059272632536,0.0427742060718678,1.63877634605394,1.02616982077211,0.603897272593476,0.362089357061814,0.00948814938539863,0.00921242171742199,2,3,2,3,2,2
"Actinopterygii","Scorpaeniformes","Agonidae","Agonopsis","Agonopsis sterletus","Agonopsis sterletus; Averruncus sterletus Gilbert, 1900","species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Scorpaeniformes","Agonidae","Agonopsis","Agonopsis vulsa","Agonopsis vulsa; Agonopsis emmelane (Jordan & Starks, 1895); Agonus vulsus Jordan & Gilbert, 1880; Averruncus emmelane Jordan & Starks, 1895; Podothecus vulsus (Jordan & Gilbert, 1880); Stelgis vulsus (Jordan & Gilbert, 1880); Xystes axinophrys Jordan & Starks, 1895","species","adult","elongated",2,0,1,0,0,0,0,13,20,13,"BL",20,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Agonopsis-vulsa.html","Kolmann, M. A., Peixoto, T., Pfeiffenberger, J. A., Summers, A. P. & Donatelli, C. M. Swimming and defence: competing needs across ontogeny in armoured fishes (Agonidae). Journal of The Royal Society Interface 17, 1–11 (2020).","10.1098/rsif.2020.0301",NA,NA,NA,NA,1,14,1,0,"has bony plates covering body",0,1,"bars",0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82504420077438,6.7588061748231,4.19241554855688,3.63913456145649,0.86356361016983,0.0509150124757145,0.661114284294386,0.595290802747255,NA,NA,0.01665773926012,0.00597600522584282,6,6,1,1,6,6
"Actinopterygii","Scorpaeniformes","Agonidae","Agonopsis","Agonopsis vulsa","Agonopsis vulsa; Agonopsis emmelane (Jordan & Starks, 1895); Agonus vulsus Jordan & Gilbert, 1880; Averruncus emmelane Jordan & Starks, 1895; Podothecus vulsus (Jordan & Gilbert, 1880); Stelgis vulsus (Jordan & Gilbert, 1880); Xystes axinophrys Jordan & Starks, 1896","species","juvenile","elongated",2,0,1,0,0,0,0,2.85296808478186,13,2.5,"SL",13,"BL",NA,"Busby, M. S. Guide to the Identification of Larval and Early Juvenile Poachers (Scorpaeniformes: Agonidae) from the Northeastern Pacific Ocean and Bering Sea. NOAA Technical Reports NMFS 137, 1–88 (1998).","https://spo.nmfs.noaa.gov/sites/default/files/tr137opt.pdf",NA,NA,NA,NA,NA,NA,1,1,1,0,"has bony plates covering body",0,1,"bars",0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34764987202887,6.43936485468555,4.8438050112696,4.21810374611322,0.876280394910604,0.0418241124944206,0.224125366534526,0.228265206223629,NA,NA,0.00600824727481644,0.0109789449141971,6,6,1,1,6,5
"Actinopterygii","Scorpaeniformes","Agonidae","Agonopsis","Agonopsis vulsa","Agonopsis vulsa; Agonopsis emmelane (Jordan & Starks, 1895); Agonus vulsus Jordan & Gilbert, 1880; Averruncus emmelane Jordan & Starks, 1895; Podothecus vulsus (Jordan & Gilbert, 1880); Stelgis vulsus (Jordan & Gilbert, 1880); Xystes axinophrys Jordan & Starks, 1897","species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,2.5,"SL",NA,"Busby, M. S. Guide to the Identification of Larval and Early Juvenile Poachers (Scorpaeniformes: Agonidae) from the Northeastern Pacific Ocean and Bering Sea. NOAA Technical Reports NMFS 137, 1–88 (1998).","https://spo.nmfs.noaa.gov/sites/default/files/tr137opt.pdf",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Aulopiformes","Notosudidae","Ahliesaurus","Ahliesaurus brevis",NA,"species","adult","-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,"-9999",-9999,-9999,"-9999","-9999","-9999","-9999","-9999","-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",NA,NA,11.1886354914897,9.87879021071912,4.13742698647236,3.65326148796597,0.87999594021884,0.0357944584029549,1.53815589887143,1.83127873774778,0.578161583840782,0.685430619486126,0.0426958042989801,0.00515206930906748,2,2,2,2,2,2
"Actinopterygii","Aulopiformes","Notosudidae","Ahliesaurus","Ahliesaurus brevis","Ahliesaurus brevis","species","larva","elongated",2,0,1,0,0,0,0,NA,NA,0.8,"SL",3.42,"SL",NA,"Ozawa, T. Notosudid Fish Larvae in the Ocean off Southern Japan. Japanese Journal of Icthyology 25, 79–88 (1978).","https://www.jstage.jst.go.jp/article/jji1950/25/2/25_2_79/_pdf",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Gadiformes","Macrouridae","Albatrossia","Albatrossia pectoralis",NA,"species","adult","-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,"-9999",-9999,-9999,"-9999","-9999","-9999","-9999","-9999","-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",NA,NA,5.9338325257414,5.9338325257414,4.2492720135466,4.2492720135466,1,0.0434499177168851,0.949517356675746,0.949517356675746,0.593846605879343,0.593846605879343,0,0.00989896983110325,6,6,6,6,6,6
"Actinopterygii","Gadiformes","Macrouridae","Albatrossia","Albatrossia pectoralis","Albatrossia pectoralis; Chalinura pectoralis (Gilbert, 1892); Coryphaenoides pectoralis (Gilbert, 1892); Dolloa pectoralis (Gilbert, 1892); Macrurus magnus Gill & Townsend, 1897; Macrurus pectoralis Gilbert, 1892; Nematonurus pectoralis (Gilbert, 1892)","species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus ferox",NA,"species","adult","elongated",2,0,1,0,0,0,0,44,215,44,"FL",215,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Alepisaurus-ferox.html","Romanov, E. V., Ménard, F., Zamorov, V. V. & Potier, M. Variability in conspecific predation among longnose lancetfish Alepisaurus ferox in the western Indian Ocean. Fish Sci 74, 62–68 (2008).","10.1111/j.1444-2906.2007.01496.x",NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Alepisaurus-ferox.html",NA,NA,NA,NA,NA,NA,14.3410788483398,12.6310268449646,3.41790099163211,3.00363663837705,0.881745650515243,0.0260265732773525,3.28571728632927,2.93465491100315,1.28599284093069,1.05412178182066,0.0296811395789573,0.0031023095934102,6,6,5,5,6,6
"Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus ferox",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus ferox",NA,"species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Labrisomidae","Alloclinus","Alloclinus holderi",NA,"species","adult","-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,"-9999",-9999,-9999,"-9999","-9999","-9999","-9999","-9999","-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",NA,NA,5.04860813164312,4.4659891149032,2.72232951639789,2.403785067559,0.88617630086669,0.0569294929822191,0.699729073638579,0.546048240653734,0.592917134834583,0.461099407137537,0.0232151669103066,0.01092651147521,4,4,4,4,4,4
"Actinopterygii","Perciformes","Labrisomidae","Alloclinus","Alloclinus holderi","Alloclinus holderi; Starksia holderi Lauderbach, 1909","species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Osmeriformes","Osmeridae","Allosmerus","Allosmerus elongatus","Allosmerus elongatus; Osmerus elongatus Ayres, 1854","species","adult","elongated",2,0,1,0,0,0,0,NA,22.9,NA,NA,22.9,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Allosmerus-elongatus.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91456371512547,5.66240278245119,4.1323040376577,3.42743208928321,0.818718000389247,0.0496721020254963,0.463860937492187,0.417640243037549,1.15709386737295,0.896179598527977,0.0156507743105927,0.00566545277481252,7,7,2,2,7,7
"Actinopterygii","Osmeriformes","Osmeridae","Allosmerus","Allosmerus elongatus","Allosmerus elongatus; Osmerus elongatus Ayres, 1855","species","juvenile","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Osmeriformes","Osmeridae","Allosmerus","Allosmerus elongatus","Allosmerus elongatus; Osmerus elongatus Ayres, 1856","species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis","Alloteuthis subulata",NA,"species","adult","fusiform",3,0,0,1,0,0,0,10.7577957595899,28.9632962758189,7.8,"ML",21,"ML",NA,"Palomares, M. L. D. & Pauly, D. SeaLifeBase. SeaLifeBase https://www.sealifebase.ca/ (2023).","https://www.sealifebase.se/summary/Alloteuthis-subulata.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"spots (chromatophores)",0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Alloteuthis subulata. Wikipedia https://en.wikipedia.org/w/index.php?title=Alloteuthis_subulata&oldid=1113898708 (2022).","https://en.wikipedia.org/w/index.php?title=Alloteuthis_subulata&oldid=1113898708",NA,NA,NA,NA,NA,NA,7.0034787439957,5.13493641779093,3.6020769691776,2.76010293302463,0.72505559450195,0.0453206076564145,1.18807795779917,1.4049822448066,0.550823083895431,0.285261780331349,0.106282771850989,0.0103993401166279,6,6,4,4,6,6
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis","Alloteuthis subulata",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,4.58044960956202,11.9091689848612,3,"ML",7.8,"ML",NA,"Rodhouse, P. G., Swinfen, R. C. & Murray, A. W. A. Life cycle, demography and reproductive investment in the myopsid squid Alloteuthis subulata. Marine Ecology Progress Series 45, 245–253 (1988).","https://www.jstor.org/stable/24827753",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"spots (chromatophores)",0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Alloteuthis subulata. Wikipedia https://en.wikipedia.org/w/index.php?title=Alloteuthis_subulata&oldid=1113898708 (2022).","https://en.wikipedia.org/w/index.php?title=Alloteuthis_subulata&oldid=1113898708",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis","Alloteuthis subulata",NA,"species","larva","globiform",6,0,0,0,1,0,0,0.0565403087347646,6.78483704817175,0.025,"ML",3,"ML",NA,"Hastie, L. C. et al. Chapter IV - Alloteuthis subulata, European Common Squid. Advances in Squid Biology, Ecology and Fisheries. Part I - Myopsid Squids 109–122 (2013).","https://www.researchgate.net/profile/Louis-Zeidberg/publication/264543631_Advances_in_Squid_Biology_Ecology_and_Fisheries_Part_I_-_Myopsid_Squids/links/5435686f0cf2dc341db21d72/Advances-in-Squid-Biology-Ecology-and-Fisheries-Part-I-Myopsid-Squids.pdf#page=125",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Elasmobranchii","Lamniformes","Alopiidae","Alopias","Alopias vulpinus",NA,"species","adult","fusiform",3,0,0,1,0,0,0,155,573.3,155,"TL",573.3,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Alopias-vulpinus.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61252470532176,4.35919628150172,2.56714190128477,1.30586446049644,0.51255973729498,0.011206397133481,0.805189348320482,0.336224742913174,0.612184591549633,0.26839810367063,0.0229126939327155,0.00249156164621295,7,7,8,8,9,9
"Elasmobranchii","Lamniformes","Alopiidae","Alopias","Alopias vulpinus",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,NA,155,NA,NA,155,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima","Alosa sapidissima; Alosa praestabilis DeKay, 1842; Clupea indigena Mitchill, 1814; Clupea sapidissima Wilson, 1811","species","adult","fusiform",3,0,0,1,0,0,0,38,76,38,"TL",76,"TL","Common length is SL; no length type given on FishBase for min","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Alosa-sapidissima.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20687589715583,3.45124189621824,2.85605973737511,2.36246851075632,0.82257215051205,0.0431820207498727,0.630160234889867,0.447771782408653,0.465432523544901,0.364752495302369,0.0242650576253125,0.0129327881760043,6,6,5,5,6,6
"Actinopterygii","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima","Alosa sapidissima; Alosa praestabilis DeKay, 1842; Clupea indigena Mitchill, 1814; Clupea sapidissima Wilson, 1812","species","juvenile","fusiform",3,0,0,1,0,0,0,2.5,38,2.5,"TL",38,"TL","no length type given on FishBase for max","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Alosa-sapidissima.html","Crecco, V., Savoy, T. & Gunn, L. Daily Mortality Rates of Larval and Juvenile American Shad (Alosa sapidissima) in the Connecticut River with Changes in Year-Class Strength. Can. J. Fish. Aquat. Sci. 40, 1719–1728 (1983).","10.1139/f83-199",NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43086040078263,3.65497793590626,3.1836487119304002,2.58822483693012,0.826282700893743,0.067465641979187,0.376826638692285,0.241540837926158,0.197336331762535,0.188701559303562,0.0254420299353894,0.00899382323808051,7,7,3,3,7,7
"Actinopterygii","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima","Alosa sapidissima; Alosa praestabilis DeKay, 1842; Clupea indigena Mitchill, 1814; Clupea sapidissima Wilson, 1813","species","larva","elongated",2,0,1,0,0,0,0,0.57,2.5,0.57,"TL",2.5,"TL",NA,"Marcy, B. C. & Jacobson, P. M. Early life history studies of American shad in the lower Connecticut River and the effects of the Connecticut Yankee Plant. America Fisheries Society Monograph 9, 155–180 (1976).",NA,"Crecco, V., Savoy, T. & Gunn, L. Daily Mortality Rates of Larval and Juvenile American Shad (Alosa sapidissima) in the Connecticut River with Changes in Year-Class Strength. Can. J. Fish. Aquat. Sci. 40, 1719–1728 (1983).","10.1139/f83-199",NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus glaber",NA,"species","adult","elongated",2,0,1,0,0,0,0,NA,4.3,NA,NA,4.3,"TL",NA,"Family Alpheidae Rafinesque, 1815. FAO https://www.fao.org/3/ac477e/AC477E19.pdf (2023).","https://www.fao.org/3/ac477e/AC477E19.pdf",NA,NA,NA,NA,NA,NA,1,2,1,1,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/","Atkinson, R. J. A., Gramitto, M. E. & Froglia, C. Aspects of the biology of the burrowing shrimp Alpheus glaber (Olivi) (Decapoda: Caridea: Alpheidae) from the Central Adriatic. Ophelia 57, 27–42 (2003).","10.1080/00785236.2003.10409503",NA,NA,NA,NA,6.40754506667607,4.93535935437648,6.40754506667607,4.93535935437648,0.814451935637221,0.0277582113849352,1.68863709541659,0.611899019676526,1.68863709541659,0.611899019676526,0.130141668862256,0.013152850576159,5,5,5,5,6,6
"Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus glaber",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/","Atkinson, R. J. A., Gramitto, M. E. & Froglia, C. Aspects of the biology of the burrowing shrimp Alpheus glaber (Olivi) (Decapoda: Caridea: Alpheidae) from the Central Adriatic. Ophelia 57, 27–42 (2003).","10.1080/00785236.2003.10409503",NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus glaber",NA,"species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Amarsipidae","Amarsipus","Amarsipus carlsbergi","Amarsipus carlsbergi","species","larva","elongated",2,0,1,0,0,0,0,NA,NA,0.45,"SL",1.67,"SL","Based on range","Ahlstrom, E. H., Butler, J. L. & Sumida, B. Y. Pelagic Stromateoid Fishes (Pisces, Perciformes) of the Eastern Pacific: Kinds, Distributions, and Early Life Histories and Observations on Five of these from the Northwest Atlantic. Bulletin of Marine Science 26, 285–402 (1976).","https://www.ingentaconnect.com/contentone/umrsmas/bullmar/1976/00000026/00000003/art00001?crawler=true&mimetype=application/pdf&casa_token=QOExBzwKu20AAAAA:v-20SlNFfb5hqlMc70HY4dwHBnKk5R2Cmby2382jMvo__jZysN4yrsMG11XYuwmBTGhMOHHzg0a7t8-o",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,"Ahlstrom, E. H., Butler, J. L. & Sumida, B. Y. Pelagic Stromateoid Fishes (Pisces, Perciformes) of the Eastern Pacific: Kinds, Distributions, and Early Life Histories and Observations on Five of these from the Northwest Atlantic. Bulletin of Marine Science 26, 285–402 (1976).","https://www.ingentaconnect.com/contentone/umrsmas/bullmar/1976/00000026/00000003/art00001?crawler=true&mimetype=application/pdf&casa_token=QOExBzwKu20AAAAA:v-20SlNFfb5hqlMc70HY4dwHBnKk5R2Cmby2382jMvo__jZysN4yrsMG11XYuwmBTGhMOHHzg0a7t8-o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes","Ammodytes hexapterus","Ammodytes hexapterus","species","adult","elongated",2,0,1,0,0,0,0,11,30,11,"TL",30,"TL","min length is based on approximation from government paper and genus","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Ammodytes-hexapterus.html","Robards, M. D., Anthony, J. A., Rose, G. A. & Piatt, J. F. Changes in proximate composition and somatic energy content for Pacific sand lance (Ammodytes hexapterus) from Kachemak Bay, Alaska relative to maturity and season. Journal of Experimental Marine Biology and Ecology 242, 245–258 (1999).","10.1016/S0022-0981(99)00102-1","Washington State Department of Natural Resources. Aquatic Lands Habitat Conservation Plan - Species Spotlight: Pacific sand lance - Ammodytes hexapterus. https://www.dnr.wa.gov/Publications/em_fs13_021.pdf (2014).","https://www.dnr.wa.gov/Publications/em_fs13_021.pdf",NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1629937866924,10.3523214921297,NA,NA,0.927567829536919,0.0284051509546867,0.511747682966257,0.457572535810114,NA,NA,0.0158830610276771,0.0056976572367413,6,6,0,0,6,6
