"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","trait_note","trait_confidence","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_habitat_2","vert_habitat_3","vert_ordinal","vert_benthic","vert_demersal","vert_epipelagic","vert_mesopelagic","vert_bathypelagic","horz_habitat","horz_habitat_2","horz_habitat_3","horz_ordinal","horz_intertidal","horz_reef","horz_coastal","horz_continental_shelf","horz_continental_slope","horz_oceanic","habitat_note","habitat_note2","habitat_ref","habitat_url","habitat_ref2","habitat_url2","habitat_ref3","habitat_url3","habitat_ref4","habitat_url4","DemersPelag","diel_migrant","diel_note","diel_note2","diel_ref","diel_url","diel_ref2","diel_url2","diel_ref3","diel_url3","refuge","refuge_note","refuge_ref","refuge_url","refuge_ref2","refuge_url2","refuge_ref3","refuge_url3","refuge_ref4","refuge_url4","season_migrant","season_note","season_ref","season_url","season_ref2","season_url2","season_ref3","season_url3","AnaCat","gregarious_original","gregarious","gregarious_2","gregarious_3","gregarious_ordinal","gregarious_solitary","gregarious_shoaling","gregarious_schooling","gregarious_note","gregarious_ref","gregarious_url","gregarious_ref2","gregarious_url2","gregarious_ref3","gregarious_url3","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes aleutianus",NA,"species","adult","species level info, but not a lot out there on this species","medium",25,900,1.1,6.6,3.8,"demersal",NA,NA,2,0,1,0,0,0,"continental shelf",NA,NA,4,0,0,0,1,0,0,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-aleutianus.html","Alaska Fisheries Science Center. NOAA Fisheries https://www.fisheries.noaa.gov/region/alaska (2023).","https://apps-afsc.fisheries.noaa.gov/ichthyo/LHDataLH.php?GSID=Sebastes!aleutianus",NA,NA,NA,NA,"bathydemersal",0,NA,NA,"Brodeur, R. D. & Pearcy, W. G. Food habits and dietary overlap of some shelf rockfishes (genus Sebastes) from the Northeastern Pacific Ocean. Fishery Bulletin 82, 269–293 (1984).","https://spo.nmfs.noaa.gov/sites/default/files/pdf-content/fish-bull/brodeur.pdf","Brodeur, R. D. Habitat-specific distribution of Pacific ocean perch (Sebastes alutus) in Pribilof Canyon, Bering Sea. Continental Shelf Research 21, 207–224 (2001).","10.1016/S0278-4343(00)00083-2",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"spawning","Conrath, C. L. Maturity, Spawning Omission, and Reproductive Complexity of Deepwater Rockfish. Transactions of the American Fisheries Society 146, 495–507 (2017).","10.1080/00028487.2017.1285352",NA,NA,NA,NA,NA,"aggregate","shoaling",NA,NA,2,0,1,0,"Habitat and Nursery Grounds of Pacific Rockfish, Sebastes spp., in Rocky Coastal Areas of Southeastern Alaska .","Carlson, H. R. & Straty, R. R. Habitat and Nursery Grounds of Pacific Rockfish, Sebastes spp., in Rocky Coastal Areas of Southeastern Alaska. Marine Fisheries Review 43, 13–19 (1981).","https://spo-nmfs-noaa-gov.login.ezproxy.library.ualberta.ca/sites/default/files/pdf-content/MFR/mfr437/mfr4372.pdf",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-aleutianus.html","Alaska Fisheries Science Center. NOAA Fisheries https://www.fisheries.noaa.gov/region/alaska (2023).","https://www.afsc.noaa.gov/rockfish-game/description/rougheye.htm",NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes brevispinis",NA,"species","adult","species level info, but not a lot out there on this species","medium",0,375,4.1,8.6,5.8,"demersal",NA,NA,2,0,1,0,0,0,"continental shelf",NA,NA,4,0,0,0,1,0,0,NA,"Occur just above the bottom, sometimes found in rocky caverns and crevices","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-brevispinis.html",NA,NA,NA,NA,NA,NA,"demersal",0,"In rockfishes of the genus Sebastes, however, the majority of studies have revealed a dependence on hard bottom substrates, often with substantial vertical relief",NA,"Brodeur, R. D. & Pearcy, W. G. Food habits and dietary overlap of some shelf rockfishes (genus Sebastes) from the Northeastern Pacific Ocean. Fishery Bulletin 82, 269–293 (1984).","https://spo.nmfs.noaa.gov/sites/default/files/pdf-content/fish-bull/brodeur.pdf","Brodeur, R. D. Habitat-specific distribution of Pacific ocean perch (Sebastes alutus) in Pribilof Canyon, Bering Sea. Continental Shelf Research 21, 207–224 (2001).","10.1016/S0278-4343(00)00083-2",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"annual migration to depths related to temperature","Stanley, R. D. & Kronlund, A. R. Life history characteristics for silvergray rockfish (Sebastes brevspinis) in British Columbia waters and the implications for stock assessment and management. Fishery Bulletin 103, 670–684 (2005).","https://aquadocs.org/bitstream/handle/1834/26204/stan.pdf?sequence=1",NA,NA,NA,NA,NA,"loose aggregations","shoaling","schooling",NA,2,0,1,1,"Subadults and adults are found on a variety of rocky-bottom habitats, and form loose aggregations over various rocky-bottom habitats (Love et al. 2002, Johnson et al. 2003)","Love, M. S., Yoklavich, M. & Thorsteinson, L. K. The Rockfishes of the Northeast Pacific. University of California Press 1–472 (2002).","https://books.google.ca/books?hl=en&lr=&id=DA9sxkan-rgC&oi=fnd&pg=PP10&dq=Sebastes+brevispinis+Love&ots=tyaWU3dUYF&sig=stosRJQ_Yti9dV29CoGr-FtQNnY&redir_esc=y#v=onepage&q=Sebastes%20brevispinis%20Love&f=false","Johnson, S. W., Murphy, M. L. & Csepp, D. J. Distribution, Habitat, and Behavior of Rockfishes, Sebastes spp., in Nearshore Waters of Southeastern Alaska: Observations From a Remotely Operated Vehicle. Environmental Biology of Fishes 66, 259–270 (2003).","10.1023/A:1023981908146","McCain, B. B., Miller, S. D. & Wakefield, W. W. Pacific Coast Groundfish Fishery Management Plan. Appendix B2. Life history, geographical distribution, and habitat associations of 82 West Coast groundfish species: a literature review. National Marine Fisheries Service 1–268 (2005).",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-brevispinis.html","Alaska Fisheries Science Center. NOAA Fisheries https://www.fisheries.noaa.gov/region/alaska (2023).","https://www.afsc.noaa.gov/rockfish-game/description/silvergray.htm",NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis",NA,"species","adult","species level info, but not a lot out there","medium",0,710,1.8,9.3,6.2,"mesopelagic","epipelagic",NA,4,0,0,1,1,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,"Epipelagic to mesopelagic, found at the surface at night","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Tarletonbeania-crenularis.html",NA,NA,NA,NA,NA,NA,"bathypelagic",1,"Well defined growthincrements were found in the external zone which was presumably formed during extensive vertical migrations of juvenile and adult fish",NA,"Bystydzieńska, Z. E., Phillips, A. J. & Linkowski, T. B. Larval stage duration, age and growth of blue lanternfish Tarletonbeania crenularis (Jordan and Gilbert, 1880) derived from otolith microstructure. Environ Biol Fish 89, 493–503 (2010).","10.1007/s10641-010-9681-2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"diel doesn't seem to be seasonal. Known to have prolonged spawning (not seasonal peak)","Bystydzieńska, Z. E., Phillips, A. J. & Linkowski, T. B. Larval stage duration, age and growth of blue lanternfish Tarletonbeania crenularis (Jordan and Gilbert, 1880) derived from otolith microstructure. Environ Biol Fish 89, 493–503 (2010).","10.1007/s10641-010-9681-2","Watson, J. J. Ecological Characterization of the Central and Northern California Coastal region. Habitats 3, 1–463 (1981).","https://books.google.com/books?id=LOoUAQAAIAAJ&pg=SA111-PA43-IA1&lpg=SA111-PA43-IA1&dq=Tarletonbeania+crenularis+seasonal+migration&source=bl&ots=o9ESc9hphO&sig=ACfU3U3wtnqapuBfMPg7luaMvsLh4ciZ4w&hl=en&sa=X&ved=2ahUKEwj1gK6JuJTlAhXRHjQIHepIAm8Q6AEwCXoECAkQAQ#v=onepage&q=Tarletonbeania%20crenularis%20seasonal%20migration&f=false",NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,"aggregate to avoid predation","Auster, P. J., Griswold, C. A., Youngbluth, M. J. & Bailey, T. G. Aggregations of myctophid fishes with other pelagic fauna. Environ Biol Fish 35, 133–139 (1992).","10.1007/BF00002187","Catul, V., Gauns, M. & Karuppasamy, P. K. A review on mesopelagic fishes belonging to family Myctophidae. Rev Fish Biol Fisheries 21, 339–354 (2011).","10.1007/s11160-010-9176-4",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Tarletonbeania-crenularis.html","Catul, V., Gauns, M. & Karuppasamy, P. K. A review on mesopelagic fishes belonging to family Myctophidae. Rev Fish Biol Fisheries 21, 339–354 (2011).","10.1007/s11160-010-9176-4","de Busserolles, F. & Marshall, N. J. Seeing in the deep-sea: visual adaptations in lanternfishes. Philosophical Transactions of the Royal Society B: Biological Sciences 372, 1–9 (2017).","10.1098/rstb.2016.0070",NA,NA
"Actinopterygii","Syngnathiformes","Centriscidae","Macroramphosus","Macroramphosus gracilis","Macroramphosus gracilis","species","adult","species level info, but not a lot out there","medium",50,500,11.8,26.8,19.7,"epipelagic","mesopelagic",NA,3,0,0,1,1,0,"oceanic","coastal","continental shelf",6,0,0,1,1,0,1,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Macroramphosus-gracilis.html","Fishes of Australia. Fishes of Australia - Museums Victoria https://fishesofaustralia.net.au/ (2023).","https://fishesofaustralia.net.au/home/species/3161#moreinfo",NA,NA,NA,NA,"pelagic-oceanic",0,"Based on Macroramphosus scolopax",NA,"Carpentieri, P., Colloca, F., Belluscio, A., Criscoli, A. & Ardizzone, G. D. Diel feeding periodicity and daily ration of shelf break fish species. J. Mar. Biol. Ass. 86, 853–860 (2006).","10.1017/S0025315406013798",NA,NA,NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Macroramphosus-gracilis.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Bramidae","Brama","Brama brama",NA,"species","adult","species level info, but not a lot out there","medium",0,1000,6.7,23.9,11.8,"epipelagic","mesopelagic",NA,3,0,0,1,1,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Brama-brama.html",NA,NA,NA,NA,NA,NA,"pelagic-neritic",1,"adults undertake diel migration","Although it occasionally occurs in inshore waters, it is generally found on the continental slope ( at depths down to 1000,), and appears to undertake daily vertical feeding migrations and temperature related seasonal migrations to and from temperate waters.","Chen, F. et al. Sequencing and characterization of mitochondrial DNA genome for Brama japonica (Perciformes: Bramidae) with phylogenetic consideration. Biochemical Systematics and Ecology 68, 109–118 (2016).","10.1016/j.bse.2016.06.012","Quigley, D. T. Pomfrets (Bramidae) in Irish and Northern European waters. Comments on Inorganic Chemistry 45, 8 (2008).","https://www.researchgate.net/profile/Declan-Quigley/publication/277303038_Pomfrets_Bramidae_in_Irish_and_Northern_European_waters/links/55661a4f08aec22682ff16fc/Pomfrets-Bramidae-in-Irish-and-Northern-European-waters.pdf",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Migrate in small schools, apparently temperature related.",NA,NA,NA,NA,NA,NA,"oceanodromous","small schools","schooling",NA,NA,3,0,0,1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Brama-brama.html",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Brama-brama.html","González-Lorenzo, G., González-Jiménez, J. F., Brito, A. & González, J. A. The family Bramidae (Perciformes) from the Canary Islands (Northeastern Atlantic Ocean), with three new records. Cybium 37, 295–303 (2013).","https://accedacris.ulpgc.es/bitstream/10553/23107/2/The_family_Bramidae.pdf",NA,NA,NA,NA
"Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus alalunga","Thunnus alalunga","species","juvenile","species level info, but not a lot out there","medium",0,600,8.8,21.2,15.1,"epipelagic","mesopelagic",NA,3,0,0,1,1,0,"oceanic","continental shelf",NA,6,0,0,0,1,0,1,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Thunnus-alalunga.html","Childers, J., Snyder, S. & Kohin, S. Migration and behavior of juvenile North Pacific albacore (Thunnus alalunga,). Fisheries Oceanography 20, 157–173 (2011).","10.1111/j.1365-2419.2011.00575.x",NA,NA,NA,NA,"pelagic-oceanic",1,NA,NA,"Childers, J., Snyder, S. & Kohin, S. Migration and behavior of juvenile North Pacific albacore (Thunnus alalunga,). Fisheries Oceanography 20, 157–173 (2011).","10.1111/j.1365-2419.2011.00575.x",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Childers, J., Snyder, S. & Kohin, S. Migration and behavior of juvenile North Pacific albacore (Thunnus alalunga,). Fisheries Oceanography 20, 157–173 (2011).","10.1111/j.1365-2419.2011.00575.x",NA,NA,NA,NA,"oceanodromous","schooling","schooling",NA,NA,3,0,0,1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Thunnus-alalunga.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus",NA,"species","adult","decent - species level info","high",0,1000,7,17.5,10.2,"epipelagic",NA,NA,3,0,0,1,0,0,"continental shelf","coastal",NA,4,0,0,1,1,0,0,"Coastal epipelagic selected = most commonly occurs midwater over continental shelf waters","Abundant in cold and temperate shelf areas, forms large schools near the surface. They overwinter in deeper waters but move closer to shore in spring when water temperatures range between 11° and 14°C. Mainly diurnal, it feeds on zooplankton and small fish","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Scomber-scombrus.html",NA,NA,NA,NA,NA,NA,"pelagic-neritic",1,"Results are summarised from vertical distribution sampling for eggs and larvae of mackerel (Scombrus scombrus) and horse mackerel (Trachurus trachurus) to the west of the British Isles and in the Bay of Biscay between 1974 and 1995.",NA,"Coombs, S. H., Morgans, D. & Halliday, N. C. Seasonal and ontogenetic changes in the vertical distribution of eggs and larvae of mackerel (Scomber scombrus L.) and horse mackerel (Trachurus trachurus L.). Fisheries Research 50, 27–40 (2001).","10.1016/S0165-7836(00)00240-X",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Move into deeper waters during winter, and shallower warm waters in spring.",NA,NA,NA,NA,NA,NA,"oceanodromous","schooling; shoaling","schooling","shoaling",NA,3,0,1,1,"After spawning, the adult feed very actively moving around in small shoals, forms large schools near the surface","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Scomber-scombrus.html",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Scomber-scombrus.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx obscura",NA,"species","adult","species level info, but not a lot out there","medium",500,2700,2.7,6.8,4.2,"mesopelagic","bathypelagic",NA,4,0,0,0,1,1,"oceanic",NA,NA,6,0,0,0,0,0,1,"Mesopelagic selected = the most common portion of the water column it is found",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sternoptyx-obscura.html",NA,NA,NA,NA,NA,NA,"mesopelagic",1,"DVM observed.",NA,"Cornejo, R. & Koppelmann, R. Distribution patterns of mesopelagic fishes with special reference to Vinciguerria lucetia Garman 1899 (Phosichthyidae: Pisces) in the Humboldt Current Region off Peru. Mar Biol 149, 1519–1537 (2006).","10.1007/s00227-006-0319-z",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"literature only discusses vertical migrations, so this is an assumption that they don't seasonally migrate",NA,NA,NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,1,1,0,0,"basing it off of Steroptyx diaphana","Baird, R. C. & Jumper, G. Y. Encounter models and Deep-Sea fishes: numerical simulations and the mate location problem in Sternoptyx diaphana (Pisces, Sternoptychidae). Deep Sea Research Part I: Oceanographic Research Papers 42, 675–696 (1995).","10.1016/0967-0637(95)00022-X",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sternoptyx-obscura.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria","Vinciguerria lucetia",NA,"species","adult","species level info, but not a lot out there","medium",100,500,7.7,22.8,14.8,"mesopelagic","epipelagic",NA,4,0,0,1,1,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Vinciguerria-lucetia.html",NA,NA,NA,NA,NA,NA,"bathypelagic",1,NA,NA,"Cornejo, R. & Koppelmann, R. Distribution patterns of mesopelagic fishes with special reference to Vinciguerria lucetia Garman 1899 (Phosichthyidae: Pisces) in the Humboldt Current Region off Peru. Mar Biol 149, 1519–1537 (2006).","10.1007/s00227-006-0319-z",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Inshore feeding migration.","Cornejo, R. & Koppelmann, R. Distribution patterns of mesopelagic fishes with special reference to Vinciguerria lucetia Garman 1899 (Phosichthyidae: Pisces) in the Humboldt Current Region off Peru. Mar Biol 149, 1519–1537 (2006).","10.1007/s00227-006-0319-z",NA,NA,NA,NA,NA,"schooling","schooling","shoaling",NA,3,0,1,1,"V. lucetia is an important component in aggregative structures in the Humboldt Current System of Peru; (""monospecific aggregations (or patches) of V. lucetia"")","Cornejo, R. & Koppelmann, R. Distribution patterns of mesopelagic fishes with special reference to Vinciguerria lucetia Garman 1899 (Phosichthyidae: Pisces) in the Humboldt Current Region off Peru. Mar Biol 149, 1519–1537 (2006).","10.1007/s00227-006-0319-z","Rosas-Luis, R. et al. Trophic relationships between the jumbo squid (Dosidicus gigas) and the lightfish (Vinciguerria lucetia) in the Humboldt Current System off Peru. Scientia Marina 75, 549–557 (2011).","10.3989/scimar.2011.75n3549",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Vinciguerria-lucetia.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus","Bathophilus flemingi",NA,"species","adult","almost nothing known","low",225,1370,4.2,5.7,4.9,"mesopelagic","bathypelagic",NA,4,0,0,0,1,1,"oceanic","continental shelf",NA,6,0,0,0,1,0,1,"Mesopelagic selected = the most common portion of the water column it is found",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Bathophilus-flemingi.html","Milkova, V. et al. Range Records for Ten Species of Stomiiform, Aulopiform, and Myctophiform Fishes in British Columbia, Canada. Northwestern Naturalist 97, 113–123 (2016).","10.1898/NWN15-11.1",NA,NA,NA,NA,"bathypelagic",1,NA,NA,"Davison, P. The specific gravity of mesopelagic fish from the northeastern Pacific Ocean and its implications for acoustic backscatter. ICES Journal of Marine Science 68, 2064–2074 (2011).","10.1093/icesjms/fsr140",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Unlikely, deep-sea species","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Bathophilus-flemingi.html",NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Bathophilus-flemingi.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Ophidiiformes","Ophidiidae","Chilara","Chilara taylori",NA,"species","adult","almost nothing known, or species level info","low",0,280,9.3,15.1,11.3,"demersal",NA,NA,2,0,1,0,0,0,"continental shelf","coastal",NA,4,0,0,1,1,0,0,"Uncommon species found on sandy bottom from the shore to 280 m (Ref. 34024). Adults often burrow tail-first in sand, live in mucus-lined holes (Ref. 2850), mud, eelgrass and rock rubble (Ref. 36413). Mostly active at night and on overcast days (Ref. 2850). Important food for sea lions and cormorants (Ref. 2850). Oviparous, with planktonic larvae and extended pelagic juvenile (Ref. 36413). Oval, pelagic eggs float in a gelatinous mass (Ref. 205).",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Chilara-taylori.html",NA,NA,NA,NA,NA,NA,"demersal",1,"Likely due to depth distribution",NA,"Davison, P. The specific gravity of mesopelagic fish from the northeastern Pacific Ocean and its implications for acoustic backscatter. ICES Journal of Marine Science 68, 2064–2074 (2011).","10.1093/icesjms/fsr140",NA,NA,NA,NA,1,"lives in sand burrows and mucous lines them",NA,NA,NA,NA,NA,NA,NA,NA,0,"Uncommon. Adults burrow but juveniles are pelagic",NA,NA,NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,1,1,0,0,"possibly solitary (lives in mucous lined holes)","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Chilara-taylori.html",NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Chilara-taylori.html",NA,NA,NA,NA,NA,NA
